image_path,calligrapher,script,character,calligrapher_id,script_id,character_id
final_images/0.png,广韵,印,㐁,12,2,2175
final_images/1.png,广韵,印,㐁,12,2,2175
final_images/2.png,出组,甲骨,㐁,3,1,2175
final_images/3.png,出组,甲骨,㐁,3,1,2175
final_images/4.png,宾组,甲骨,㐁,1,1,2175
final_images/5.png,𠂤历间,甲骨,㐁,20,1,2175
final_images/6.png,古文四声韵,篆,㐁,4,0,2175
final_images/7.png,集篆古文韵海,篆,㐁,15,0,2175
final_images/8.png,康熙字典,印,㐅,14,2,2247
final_images/9.png,康熙字典,印,㐅,14,2,2247
final_images/10.png,说文解字,篆,㐅,23,0,2247
final_images/11.png,唐代石刻篆文,篆,㐅,28,0,2247
final_images/12.png,古文四声韵,篆,㐅,4,0,2247
final_images/13.png,古文四声韵,篆,㐅,4,0,2247
final_images/14.png,汗简,篆,㐅,9,0,2247
final_images/15.png,三体石经,篆,㐅,87,0,2247
final_images/16.png,三体石经,篆,㐅,87,0,2247
final_images/17.png,三体石经,篆,㐅,87,0,2247
final_images/18.png,广韵,印,㐭,12,2,431
final_images/19.png,康熙字典,印,㐭,14,2,431
final_images/20.png,古文四声韵,楷,㐭,4,3,431
final_images/21.png,何组,甲骨,㐭,115,1,431
final_images/22.png,历组,甲骨,㐭,2,1,431
final_images/23.png,历组,甲骨,㐭,2,1,431
final_images/24.png,历组,甲骨,㐭,2,1,431
final_images/25.png,历组,甲骨,㐭,2,1,431
final_images/26.png,宾组,甲骨,㐭,1,1,431
final_images/27.png,宾组,甲骨,㐭,1,1,431
final_images/28.png,宾组,甲骨,㐭,1,1,431
final_images/29.png,宾组,甲骨,㐭,1,1,431
final_images/30.png,古文四声韵,篆,㐭,4,0,431
final_images/31.png,汗简,篆,㐭,9,0,431
final_images/32.png,集篆古文韵海,篆,㐭,15,0,431
final_images/33.png,西周中期,金,㐭,19,4,431
final_images/34.png,战国,金,㐭,29,4,431
final_images/35.png,战国,金,㐭,29,4,431
final_images/36.png,战国,金,㐭,29,4,431
final_images/37.png,战国,金,㐭,29,4,431
final_images/38.png,康熙字典,印,㐯,14,2,4497
final_images/39.png,古文四声韵,篆,㐯,4,0,4497
final_images/40.png,古文四声韵,篆,㐯,4,0,4497
final_images/41.png,古文四声韵,篆,㐯,4,0,4497
final_images/42.png,古文四声韵,篆,㐯,4,0,4497
final_images/43.png,古文四声韵,篆,㐯,4,0,4497
final_images/44.png,汗简,篆,㐯,9,0,4497
final_images/45.png,汗简,篆,㐯,9,0,4497
final_images/46.png,集篆古文韵海,篆,㐯,15,0,4497
final_images/47.png,三体石经,篆,㐯,87,0,4497
final_images/48.png,三体石经,篆,㐯,87,0,4497
final_images/49.png,广韵,印,㐱,12,2,37
final_images/50.png,康熙字典,印,㐱,14,2,37
final_images/51.png,古文四声韵,篆,㐱,4,0,37
final_images/52.png,汗简,篆,㐱,9,0,37
final_images/53.png,集古文韵上声韵第三,篆,㐱,0,0,37
final_images/54.png,西周早期,金,㐱,40,4,37
final_images/55.png,增韵,印,㑄,11,2,2319
final_images/56.png,洪武正韵,印,㑄,5,2,2319
final_images/57.png,康熙字典,印,㑄,14,2,2319
final_images/58.png,古文四声韵,篆,㑄,4,0,2319
final_images/59.png,古文四声韵,篆,㑄,4,0,2319
final_images/60.png,汗简,篆,㑄,9,0,2319
final_images/61.png,集古文韵上声韵第三,篆,㑄,0,0,2319
final_images/62.png,集古文韵上声韵第三,篆,㑄,0,0,2319
final_images/63.png,集篆古文韵海,篆,㑄,15,0,2319
final_images/64.png,战国晚期,金,㑄,7,4,2319
final_images/65.png,增韵,印,㑥,11,2,3791
final_images/66.png,康熙字典,印,㑥,14,2,3791
final_images/67.png,睡虎地,简,㑥,13,5,3791
final_images/68.png,睡虎地,简,㑥,13,5,3791
final_images/69.png,睡虎地,简,㑥,13,5,3791
final_images/70.png,古文四声韵,篆,㑥,4,0,3791
final_images/71.png,汗简,篆,㑥,9,0,3791
final_images/72.png,集篆古文韵海,篆,㑥,15,0,3791
final_images/73.png,others,楷,㑺,10,3,860
final_images/74.png,others,楷,㑺,10,3,860
final_images/75.png,others,楷,㑺,10,3,860
final_images/76.png,于右任,楷,㑺,216,3,860
final_images/77.png,王献之,行,㑺,86,7,860
final_images/78.png,others,隶,㑺,10,6,860
final_images/79.png,others,隶,㑺,10,6,860
final_images/80.png,康熙字典,印,㒳,14,2,1806
final_images/81.png,康熙字典,印,㒳,14,2,1806
final_images/82.png,西周,金,㒳,22,4,1806
final_images/83.png,西周,金,㒳,22,4,1806
final_images/84.png,西周,金,㒳,22,4,1806
final_images/85.png,西周中期,金,㒳,19,4,1806
final_images/86.png,西周中期,金,㒳,19,4,1806
final_images/87.png,西周中期,金,㒳,19,4,1806
final_images/88.png,西周早期,金,㒳,40,4,1806
final_images/89.png,西周早期,金,㒳,40,4,1806
final_images/90.png,西周早期,金,㒳,40,4,1806
final_images/91.png,西周晚期,金,㒳,38,4,1806
final_images/92.png,西周晚期,金,㒳,38,4,1806
final_images/93.png,广韵,印,㒸,12,2,2729
final_images/94.png,望山,简,㒸,85,5,2729
final_images/95.png,古文四声韵,篆,㒸,4,0,2729
final_images/96.png,集篆古文韵海,篆,㒸,15,0,2729
final_images/97.png,集篆古文韵海,篆,㒸,15,0,2729
final_images/98.png,集篆古文韵海,篆,㒸,15,0,2729
final_images/99.png,集篆古文韵海,篆,㒸,15,0,2729
final_images/100.png,康熙字典,印,㓞,14,2,3875
final_images/101.png,宾组,甲骨,㓞,1,1,3875
final_images/102.png,古文四声韵,篆,㓞,4,0,3875
final_images/103.png,古文四声韵,篆,㓞,4,0,3875
final_images/104.png,汗简,篆,㓞,9,0,3875
final_images/105.png,集篆古文韵海,篆,㓞,15,0,3875
final_images/106.png,广韵,印,㔲,12,2,78
final_images/107.png,集古文韵上声韵第三,楷,㔲,0,3,78
final_images/108.png,古文四声韵,篆,㔲,4,0,78
final_images/109.png,古文四声韵,篆,㔲,4,0,78
final_images/110.png,汗简,篆,㔲,9,0,78
final_images/111.png,集古文韵上声韵第三,篆,㔲,0,0,78
final_images/112.png,康熙字典,印,㔷,14,2,1151
final_images/113.png,何组,甲骨,㔷,115,1,1151
final_images/114.png,出组,甲骨,㔷,3,1,1151
final_images/115.png,出组,甲骨,㔷,3,1,1151
final_images/116.png,历组,甲骨,㔷,2,1,1151
final_images/117.png,黄组,甲骨,㔷,144,1,1151
final_images/118.png,黄组,甲骨,㔷,144,1,1151
final_images/119.png,𠂤组,甲骨,㔷,35,1,1151
final_images/120.png,睡虎地,简,㔷,13,5,1151
final_images/121.png,睡虎地,简,㔷,13,5,1151
final_images/122.png,增韵,印,㕙,11,2,5243
final_images/123.png,广韵,印,㕙,12,2,5243
final_images/124.png,广韵,印,㕙,12,2,5243
final_images/125.png,洪武正韵,印,㕙,5,2,5243
final_images/126.png,洪武正韵,印,㕙,5,2,5243
final_images/127.png,集篆古文韵海,篆,㕙,15,0,5243
final_images/128.png,康熙字典,印,㕚,14,2,4656
final_images/129.png,古文四声韵,楷,㕚,4,3,4656
final_images/130.png,宾组,甲骨,㕚,1,1,4656
final_images/131.png,黄组,甲骨,㕚,144,1,4656
final_images/132.png,黄组,甲骨,㕚,144,1,4656
final_images/133.png,黄组,甲骨,㕚,144,1,4656
final_images/134.png,古文四声韵,篆,㕚,4,0,4656
final_images/135.png,集古文韵上声韵第三,篆,㕚,0,0,4656
final_images/136.png,集篆古文韵海,篆,㕚,15,0,4656
final_images/137.png,集篆古文韵海,篆,㕚,15,0,4656
final_images/138.png,广韵,印,㕢,12,2,3178
final_images/139.png,广韵,印,㕢,12,2,3178
final_images/140.png,康熙字典,印,㕢,14,2,3178
final_images/141.png,西周,甲骨,㕢,22,1,3178
final_images/142.png,何组,甲骨,㕢,115,1,3178
final_images/143.png,何组,甲骨,㕢,115,1,3178
final_images/144.png,无名组,甲骨,㕢,60,1,3178
final_images/145.png,无名组,甲骨,㕢,60,1,3178
final_images/146.png,无名组,甲骨,㕢,60,1,3178
final_images/147.png,无名组,甲骨,㕢,60,1,3178
final_images/148.png,广韵,印,㕣,12,2,2957
final_images/149.png,康熙字典,印,㕣,14,2,2957
final_images/150.png,历无名间,甲骨,㕣,270,1,2957
final_images/151.png,宾组,甲骨,㕣,1,1,2957
final_images/152.png,无名组,甲骨,㕣,60,1,2957
final_images/153.png,无名组,甲骨,㕣,60,1,2957
final_images/154.png,无名组,甲骨,㕣,60,1,2957
final_images/155.png,无名组,甲骨,㕣,60,1,2957
final_images/156.png,无名组,甲骨,㕣,60,1,2957
final_images/157.png,无名组,甲骨,㕣,60,1,2957
final_images/158.png,集古文韵上声韵第三,篆,㕣,0,0,2957
final_images/159.png,增韵,印,㕦,11,2,6586
final_images/160.png,广韵,印,㕦,12,2,6586
final_images/161.png,洪武正韵,印,㕦,5,2,6586
final_images/162.png,宾组,甲骨,㕦,1,1,6586
final_images/163.png,宾组,甲骨,㕦,1,1,6586
final_images/164.png,宾组,甲骨,㕦,1,1,6586
final_images/165.png,花东子卜辞,甲骨,㕦,48,1,6586
final_images/166.png,集篆古文韵海,篆,㕦,15,0,6586
final_images/167.png,广韵,印,㕯,12,2,4480
final_images/168.png,广韵,印,㕯,12,2,4480
final_images/169.png,康熙字典,印,㕯,14,2,4480
final_images/170.png,汗简,篆,㕯,9,0,4480
final_images/171.png,汗简,篆,㕯,9,0,4480
final_images/172.png,汗简,篆,㕯,9,0,4480
final_images/173.png,集篆古文韵海,篆,㕯,15,0,4480
final_images/174.png,广韵,印,㗉,12,2,6847
final_images/175.png,洪武正韵,印,㗉,5,2,6847
final_images/176.png,康熙字典,印,㗉,14,2,6847
final_images/177.png,说文解字,篆,㗉,23,0,6847
final_images/178.png,古文四声韵,篆,㗉,4,0,6847
final_images/179.png,集篆古文韵海,篆,㗉,15,0,6847
